2025-08-04 00:29:28 | INFO     | service.storage_service:_init_minio_client:67 - MinIO客户端初始化成功: 8.153.90.125:9000
2025-08-04 00:29:28 | INFO     | service.storage_service:__init__:39 - 跳过MinIO存储桶验证，直接连接已存在的存储桶
2025-08-04 00:29:28 | INFO     | service.storage_service:<module>:622 - 存储服务初始化成功
2025-08-04 00:29:28 | INFO     | service.dual_vector_service:__init__:87 - 配置文件中未找到retrieval配置，使用环境变量默认配置
2025-08-04 00:29:28 | INFO     | service.dual_vector_service:__init__:96 - 双向量服务初始化 - 通用模型: alibaba/text-embedding-v4, 领域模型: matbert/matbert-embedding
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:49 - 知识图谱模型配置 - 默认: qwen3-30b-a3b-instruct-2507, 优先级: ['qwen3-30b-a3b-instruct-2507', 'gpt-4o-mini', 'gemini-2.5-flash-preview-nothinking', 'gemini-2.5-flash-preview-thinking']
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:56 - 找到适合的知识图谱模型: qwen3-30b-a3b-instruct-2507
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:84 - 知识图谱三元组提取服务配置 - 专用模型: qwen3-30b-a3b-instruct-2507, 块大小: 2000
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:85 - 并发配置 - 最大并发: 3, 批次大小: 3, 超时: 60s
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:86 - 调试模式: True, 最大重试: 2
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:49 - 知识图谱模型配置 - 默认: qwen3-30b-a3b-instruct-2507, 优先级: ['qwen3-30b-a3b-instruct-2507', 'gpt-4o-mini', 'gemini-2.5-flash-preview-nothinking', 'gemini-2.5-flash-preview-thinking']
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:56 - 找到适合的知识图谱模型: qwen3-30b-a3b-instruct-2507
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:84 - 知识图谱三元组提取服务配置 - 专用模型: qwen3-30b-a3b-instruct-2507, 块大小: 2000
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:85 - 并发配置 - 最大并发: 3, 批次大小: 3, 超时: 60s
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:86 - 调试模式: True, 最大重试: 2
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:49 - 知识图谱模型配置 - 默认: qwen3-30b-a3b-instruct-2507, 优先级: ['qwen3-30b-a3b-instruct-2507', 'gpt-4o-mini', 'gemini-2.5-flash-preview-nothinking', 'gemini-2.5-flash-preview-thinking']
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:56 - 找到适合的知识图谱模型: qwen3-30b-a3b-instruct-2507
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:84 - 知识图谱三元组提取服务配置 - 专用模型: qwen3-30b-a3b-instruct-2507, 块大小: 2000
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:85 - 并发配置 - 最大并发: 3, 批次大小: 3, 超时: 60s
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:86 - 调试模式: True, 最大重试: 2
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:49 - 知识图谱模型配置 - 默认: qwen3-30b-a3b-instruct-2507, 优先级: ['qwen3-30b-a3b-instruct-2507', 'gpt-4o-mini', 'gemini-2.5-flash-preview-nothinking', 'gemini-2.5-flash-preview-thinking']
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:56 - 找到适合的知识图谱模型: qwen3-30b-a3b-instruct-2507
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:84 - 知识图谱三元组提取服务配置 - 专用模型: qwen3-30b-a3b-instruct-2507, 块大小: 2000
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:85 - 并发配置 - 最大并发: 3, 批次大小: 3, 超时: 60s
2025-08-04 00:29:31 | INFO     | service.triplet_extraction_service:__init__:86 - 调试模式: True, 最大重试: 2
2025-08-04 00:29:31 | INFO     | db.repositories.arangodb_graph_repository:_initialize_connection:61 - 图 knowledge_graph 已存在
2025-08-04 00:29:31 | INFO     | db.repositories.arangodb_graph_repository:_initialize_connection:66 - ArangoDB连接成功: http://8.153.90.125:8529/mat_qa_graph
2025-08-04 00:29:31 | INFO     | service.dual_vector_service:__init__:87 - 配置文件中未找到retrieval配置，使用环境变量默认配置
2025-08-04 00:29:31 | INFO     | service.dual_vector_service:__init__:96 - 双向量服务初始化 - 通用模型: alibaba/text-embedding-v4, 领域模型: matbert/matbert-embedding
2025-08-04 00:29:31 | INFO     | service.advanced_agent_team_service:_load_v2_config:286 - [CONFIG] V2配置加载成功
2025-08-04 00:29:31 | INFO     | __main__:lifespan:77 - 
============================================================
2025-08-04 00:29:31 | INFO     | __main__:lifespan:78 - 🚀 地聚物材料智能问答系统启动
2025-08-04 00:29:31 | INFO     | __main__:lifespan:79 - ============================================================
2025-08-04 00:29:31 | INFO     | __main__:lifespan:83 - 🔍 步骤 1/7: 系统配置验证
2025-08-04 00:29:31 | INFO     | service.config_validation_service:validate_all_services:55 - 开始系统配置验证...
2025-08-04 00:29:33 | INFO     | service.config_validation_service:validate_all_services:94 - 配置验证完成，整体状态: warning
2025-08-04 00:29:33 | INFO     | __main__:lifespan:91 -    ⚠️ 配置验证完成 - 服务状态: 6/9 健康
2025-08-04 00:29:33 | WARNING  | __main__:lifespan:95 - LLM-one_api: one_api LLM环境变量未配置
2025-08-04 00:29:33 | WARNING  | __main__:lifespan:95 - LLM-alibaba: alibaba LLM环境变量未配置
2025-08-04 00:29:33 | WARNING  | __main__:lifespan:95 - Embedding-one_api_embedding: one_api_embedding向量化服务不支持网关模式，需要直连配置
2025-08-04 00:29:33 | INFO     | __main__:lifespan:114 - 应用降级配置以确保系统正常运行
2025-08-04 00:29:33 | INFO     | __main__:lifespan:122 - 💾 步骤 2/7: 数据库初始化
2025-08-04 00:29:33 | INFO     | db.database:init_all_databases:745 - 🔧 开始检查和初始化所有数据库连接...
2025-08-04 00:29:33 | INFO     | db.database:init_all_databases:748 - 📊 PostgreSQL 状态检查...
2025-08-04 00:29:33 | INFO     | db.database:check_and_init_database:85 - 检测到本地开发环境，开始数据库状态检查...
2025-08-04 00:29:33 | INFO     | db.database:check_and_init_database:94 - 检查数据库配置: mat_demo@8.153.90.125:5432/mat_demo
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_database:114 - 数据库 mat_demo 已存在
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_database:120 - 数据库已完成初始化，跳过重复初始化
2025-08-04 00:29:34 | INFO     | db.database:init_all_databases:751 - ✅ PostgreSQL 检查完成
2025-08-04 00:29:34 | INFO     | db.database:init_all_databases:757 - 🔍 Elasticsearch 状态检查...
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_elasticsearch:193 - 检测到本地开发环境，开始Elasticsearch状态检查...
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_elasticsearch:204 - 本地环境URL强制调整为: http://8.153.90.125:9200
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_elasticsearch:217 - 使用API Key认证
2025-08-04 00:29:34 | WARNING  | db.database:check_and_init_elasticsearch:228 - Elasticsearch ping失败
2025-08-04 00:29:34 | WARNING  | db.database:init_all_databases:762 - ⚠️ Elasticsearch 检查失败，但系统将继续运行
2025-08-04 00:29:34 | INFO     | db.database:init_all_databases:765 - 📈 ArangoDB 状态检查...
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_arangodb:371 - 检测到本地开发环境，开始ArangoDB状态检查...
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_arangodb:379 - 检查ArangoDB配置: root@http://8.153.90.125:8529/mat_qa_graph
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_arangodb:389 - ArangoDB系统数据库连接测试成功，状态: arango
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_arangodb:397 - 数据库 mat_qa_graph 已存在
2025-08-04 00:29:34 | INFO     | db.database:check_and_init_arangodb:403 - ArangoDB目标数据库连接测试成功，状态: arango
2025-08-04 00:29:34 | INFO     | db.database:check_arangodb_initialized:329 - ArangoDB图 'knowledge_graph' 已存在
2025-08-04 00:29:35 | INFO     | db.database:check_arangodb_initialized:341 - ArangoDB已初始化，找到 5 个集合
2025-08-04 00:29:35 | INFO     | db.database:check_and_init_arangodb:409 - ArangoDB已完成初始化，跳过重复初始化
2025-08-04 00:29:35 | INFO     | db.database:check_and_init_arangodb:419 - ArangoDB图仓库实例已重置
2025-08-04 00:29:35 | INFO     | db.database:init_all_databases:768 - ✅ ArangoDB 检查完成
2025-08-04 00:29:35 | INFO     | db.database:init_all_databases:773 - 🔧 初始化数据库连接池...
