2025-09-10 10:30:01 | INFO     | service.storage_service:_init_minio_client:67 - MinIO客户端初始化成功: localhost:9000
2025-09-10 10:30:01 | INFO     | service.storage_service:__init__:39 - 跳过MinIO存储桶验证，直接连接已存在的存储桶
2025-09-10 10:30:01 | INFO     | service.storage_service:<module>:622 - 存储服务初始化成功
2025-09-10 10:30:04 | INFO     | service.triplet_extraction_service:__init__:49 - 知识图谱模型配置 - 默认: Qwen/Qwen3-30B-A3B-Thinking-2507, 优先级: ['Qwen/Qwen3-30B-A3B-Thinking-2507', 'Qwen/Qwen3-30B-A3B-Instruct-2507', 'Qwen/Qwen3-235B-A22B-Thinking-2507', 'deepseek-ai/DeepSeek-V3']
2025-09-10 10:30:04 | INFO     | service.triplet_extraction_service:__init__:56 - 找到适合的知识图谱模型: Qwen/Qwen3-30B-A3B-Thinking-2507
2025-09-10 10:30:04 | INFO     | service.triplet_extraction_service:__init__:84 - 知识图谱三元组提取服务配置 - 专用模型: Qwen/Qwen3-30B-A3B-Thinking-2507, 块大小: 2000
2025-09-10 10:30:04 | INFO     | service.triplet_extraction_service:__init__:85 - 并发配置 - 最大并发: 3, 批次大小: 3, 超时: 60s
2025-09-10 10:30:04 | INFO     | service.triplet_extraction_service:__init__:86 - 调试模式: True, 最大重试: 2
2025-09-10 10:30:04 | WARNING  | api.endpoints.auth:load_users_from_env:72 - 环境变量 DEFAULT_USERS 未设置，使用默认用户配置
2025-09-10 10:30:04 | INFO     | api.endpoints.auth:load_users_from_env:126 - 已加载 4 个用户配置
2025-09-10 10:30:05 | WARNING  | service.url_crawl_service:<module>:29 - Crawl4AI未安装，将使用基础爬取功能
2025-09-10 10:30:05 | WARNING  | service.url_crawl_service:<module>:45 - python-readability未安装，将使用基础内容提取
2025-09-10 10:30:05 | INFO     | service.advanced_agent_team_service:_load_v2_config:651 - [CONFIG] V2配置加载成功
2025-09-10 10:30:06 | INFO     | __main__:lifespan:77 - 
============================================================
2025-09-10 10:30:06 | INFO     | __main__:lifespan:78 - NextAgent智能体开发平台启动
2025-09-10 10:30:06 | INFO     | __main__:lifespan:79 - ============================================================
2025-09-10 10:30:06 | INFO     | __main__:lifespan:83 - 步骤 1/7: 系统配置验证
2025-09-10 10:30:06 | INFO     | service.config_validation_service:validate_all_services:55 - 开始系统配置验证...
2025-09-10 10:30:13 | INFO     | service.config_validation_service:validate_all_services:94 - 配置验证完成，整体状态: error
2025-09-10 10:30:13 | INFO     | __main__:lifespan:91 -    [ERROR] 配置验证完成 - 服务状态: 3/7 健康
2025-09-10 10:30:13 | WARNING  | __main__:lifespan:95 - Elasticsearch: Elasticsearch响应异常: 502
2025-09-10 10:30:13 | WARNING  | __main__:lifespan:95 - LLM-one_api: one_api LLM环境变量未配置
2025-09-10 10:30:13 | WARNING  | __main__:lifespan:95 - LLM-alibaba: alibaba LLM环境变量未配置
2025-09-10 10:30:13 | WARNING  | __main__:lifespan:95 - MinIO: MinIO健康检查异常: 502
2025-09-10 10:30:13 | INFO     | __main__:lifespan:114 - 应用降级配置以确保系统正常运行
2025-09-10 10:30:13 | INFO     | __main__:lifespan:122 - 步骤 2/7: 数据库初始化
2025-09-10 10:30:13 | INFO     | db.database:init_database:387 - 数据库连接初始化成功
2025-09-10 10:30:13 | INFO     | __main__:lifespan:126 -    [OK] 核心数据库初始化完成
2025-09-10 10:30:13 | INFO     | __main__:lifespan:129 -    [SKIP] 数据库迁移已禁用 - 使用现有数据库结构
2025-09-10 10:30:13 | INFO     | db.database:create_tables:429 - 数据库表创建成功
2025-09-10 10:30:13 | INFO     | __main__:lifespan:133 -    [OK] 数据库表结构检查完成
2025-09-10 10:30:13 | INFO     | __main__:lifespan:138 - 步骤 3/7: Redis连接检查
